,activities.activity_id,similar.klifs_structure_id,similar.fp_similarity
71868,7572492,2927,0.1798561151079136
142268,7572494,14485,0.1383647798742138
108281,7572495,12134,0.3741935483870968
13678,7572498,6394,0.417910447761194
74855,7572502,393,0.1772151898734177
58398,7572510,1895,0.0683229813664596
33418,7572514,-1,
101503,7572516,4762,0.1370967741935483
149175,7572517,14320,0.1475409836065573
38483,7572519,-1,
22000,7572520,13290,0.2676056338028169
145421,7572521,3617,0.2014388489208633
35079,7572523,14116,0.1700680272108843
175640,7572524,8572,0.1635220125786163
14671,7572525,-1,
28763,7572526,-1,
13506,7572527,-1,
134260,7572528,2819,0.1129943502824858
118365,7572529,13475,0.2695035460992908
23519,7572530,-1,
21352,7572531,-1,
54254,7572532,10389,0.1764705882352941
77802,7572533,13390,0.1783439490445859
188077,7572534,2940,0.042016806722689
58397,7572535,4695,0.0958083832335329
43243,7572538,-1,
10912,7572539,1503,0.1241830065359477
186508,7572540,6870,0.0649350649350649
174816,7572541,1506,0.1088435374149659
88103,7572545,8599,0.3448275862068966
177367,7572548,10346,0.125
124044,7572549,1802,0.1695906432748538
88938,7572551,8698,0.2357142857142857
177370,7572552,2675,0.1103896103896103
56299,7572554,8260,0.0946745562130177
23971,7572555,-1,
78049,7572557,2687,0.0902777777777777
191037,7572558,12648,0.1933333333333333
124983,7572559,12772,0.1529411764705882
198359,7572563,11011,0.16
118371,7572564,3255,0.1772151898734177
25308,7572568,-1,
15886,7572569,-1,
142886,7572571,2649,0.2331288343558282
28224,7572572,10617,0.2080536912751678
165380,7572575,14554,0.1328671328671328
56316,7572577,13533,0.1401273885350318
39038,7572578,-1,
28618,7572579,-1,
35120,7572581,-1,
173764,7572583,322,0.1851851851851851
43031,7572584,-1,
32362,7572585,147,0.2193548387096774
41767,7572586,-1,
77840,7572587,9462,0.0649350649350649
156956,7572594,9131,0.18125
186952,7572595,11261,0.2230769230769231
40582,7572596,-1,
21266,7572598,-1,
143846,7572599,10924,0.3410852713178294
90417,7572602,388,0.3289473684210526
121368,7572603,4636,0.22
99516,7572605,3428,0.2056737588652482
149534,7572607,14157,0.1533333333333333
25333,7572608,-1,
175776,7572609,14833,0.1071428571428571
29913,7572612,-1,
25088,7572614,2776,0.1468531468531468
119854,7572616,2832,0.06875
189575,7572617,9727,0.14375
180657,7572620,14283,0.1363636363636363
168077,7572621,1184,0.1772151898734177
25642,7572622,-1,
131783,7572623,13628,0.1360544217687075
92537,7572624,4714,0.4384615384615384
30627,7572625,-1,
182423,7572628,14754,0.2451612903225806
10852,7572630,10930,0.1483870967741935
181829,7572631,13049,0.2256097560975609
88022,7572633,2032,0.2093023255813953
98753,7572635,7133,0.0927152317880794
165379,7572636,4848,0.0636942675159235
160491,7572638,13581,0.15527950310559
198382,7572641,8586,0.174496644295302
39965,7572642,-1,
195779,7572643,9775,0.1149425287356321
25867,7572646,-1,
19319,7572647,-1,
127768,7572648,12626,0.1419753086419753
104645,7572649,9887,0.0974025974025974
127769,7572650,3797,0.1925465838509316
195070,7572659,13004,0.1700680272108843
22260,7572660,-1,
25329,7572662,-1,
173729,7572665,2943,0.0958083832335329
176532,7572667,1901,0.0780141843971631
159646,7572668,7183,0.1975308641975308
33968,7572669,-1,
126231,7572670,1,0.0838709677419354
138516,7572671,7585,0.1188811188811188
174707,7572672,6938,0.0970149253731343
29074,7572674,-1,
25859,7572676,-1,
64450,7572677,1497,0.1025641025641025
124931,7572678,10658,0.1360544217687075
37111,7572679,-1,
36735,7572680,-1,
188815,7572681,15180,0.3259259259259259
19525,7572682,-1,
36328,7572683,6986,1.0
181997,7572685,14093,0.1273885350318471
116655,7572686,14314,0.1594202898550724
171619,7572687,14146,0.1907894736842105
173742,7572688,5668,0.124223602484472
68118,7572692,4964,0.2592592592592592
41765,7572693,-1,
90232,7572694,4835,0.06875
141121,7572710,109,0.1772151898734177
30295,7572721,14726,0.7064220183486238
17578,7572725,-1,
186936,7572726,2841,0.1483870967741935
16906,7572727,-1,
114214,7572728,14565,0.2097902097902098
38889,7572729,10329,0.1401273885350318
90614,7572730,2272,0.1910828025477707
37637,7572731,-1,
83538,7572732,12768,0.1418439716312056
134021,7572733,10920,0.3410852713178294
13063,7572734,-1,
15054,7572735,-1,
81841,7572737,27,0.1568627450980392
165397,7572738,14861,0.1328671328671328
27512,7572739,-1,
194653,7572740,13997,0.1383647798742138
21833,7572741,-1,
40729,7572743,-1,
37636,7572744,-1,
83042,7572746,6988,0.1481481481481481
104633,7572747,955,0.1764705882352941
189527,7572748,4859,0.125
150036,7572750,7273,0.1149425287356321
158653,7572751,12103,0.1772151898734177
13642,7572752,-1,
90555,7572764,9877,0.1560283687943262
40005,7572765,-1,
154118,7572767,535,0.0636942675159235
170723,7572768,6629,0.125
143953,7572769,14793,0.1273885350318471
27034,7572770,-1,
136464,7572771,7028,0.1388888888888889
137836,7572772,14290,0.1388888888888889
86912,7572776,8542,0.1232876712328767
195900,7572777,14176,0.1151079136690647
54226,7572778,9060,0.5126050420168067
25972,7572779,-1,
23092,7572780,-1,
166495,7572781,5557,0.2483660130718954
121333,7572784,12483,0.0636942675159235
144350,7572785,10325,0.06875
24729,7572790,-1,
145701,7572791,614,0.15625
35107,7572793,-1,
9555,7572794,-1,
11684,7572795,1813,0.1516853932584269
159240,7572796,1132,0.099236641221374
39199,7572797,-1,
35866,7572798,-1,
15889,7572800,11006,0.06875
37633,7572802,-1,
29081,7572803,-1,
19244,7572804,11223,0.170886075949367
69860,7572805,14486,0.1273885350318471
109205,7572806,6658,0.1870503597122302
12565,7572807,-1,
145703,7572808,14843,0.1288343558282208
40483,7572809,-1,
39738,7572810,-1,
31748,7572811,-1,
166496,7572812,6887,0.1381578947368421
13641,7572814,-1,
36052,7572815,-1,
175708,7572816,6063,0.1409395973154362
102916,7572817,10890,0.2428571428571428
32969,7572818,-1,
88019,7572820,11004,0.0649350649350649
25082,7572821,-1,
148006,7572822,13044,0.1490683229813664
20349,7572823,-1,
36438,7572824,-1,
88041,7572825,7968,0.1466666666666666
43205,7572826,-1,
88030,7572827,9883,0.1037037037037037
174650,7572828,3274,0.1140939597315436
28229,7572830,-1,
15307,7572832,-1,
16492,7572833,-1,
185225,7572835,4681,0.0988372093023255
172835,7572836,14588,0.1102941176470588
141696,7572837,201,0.1554054054054054
129812,7572838,13202,0.1571428571428571
182296,7572839,1218,0.0817610062893081
192551,7572852,13907,0.3458646616541353
133326,7572853,14317,0.1161290322580645
149120,7572857,5668,0.1234567901234567
195756,7572860,11548,0.1409395973154362
175734,7572869,1048,0.1910828025477707
130833,7572890,14726,0.2635135135135135
185515,7572909,13997,0.1304347826086956
29077,7572910,-1,
189906,7572916,959,0.1607142857142857
41431,7572952,-1,
160653,7572965,1132,0.0902255639097744
35885,7572970,11006,0.0817610062893081
43255,7572972,-1,
187546,7572974,14486,0.141025641025641
181437,7572977,7156,0.1533742331288343
176530,7572986,15190,0.1959459459459459
173075,7572989,11004,0.0784313725490196
42040,7572992,-1,
191521,7573007,13203,0.1333333333333333
188789,7573018,5566,0.1088435374149659
181878,7573019,11513,0.1088435374149659
30636,7573026,-1,
35104,7573028,-1,
177280,7573031,9156,0.0784313725490196
70869,7573033,9708,0.1283783783783783
22266,7573042,-1,
193110,7573046,12353,0.1454545454545454
170722,7573051,10425,0.15
33666,7573054,-1,
37655,7573055,-1,
40557,7573062,-1,
33154,7573064,-1,
168247,7573066,2473,0.1455696202531645
35377,7573067,-1,
136576,7573068,90,0.1585365853658536
35378,7573080,-1,
48979,7573088,11013,0.1506849315068493
80438,7573089,102,0.1513157894736842
48562,7573091,12933,0.1463414634146341
83003,7573092,7573,0.1417910447761194
125456,7573093,11124,0.1677852348993288
66176,7573099,2230,0.1111111111111111
22065,7573100,-1,
187862,7573102,1273,0.0628930817610062
121409,7573104,14485,0.1055900621118012
73304,7573108,6146,0.1265060240963855
10632,7573109,8548,0.1756756756756756
25775,7573114,396,0.1757575757575757
126276,7573118,3021,0.1511627906976744
132612,7573121,1895,0.1266666666666666
66157,7573122,1868,0.0566037735849056
169163,7573123,5556,0.1242603550295858
97501,7573124,7096,0.1666666666666666
36049,7573125,-1,
32085,7573130,-1,
171787,7573131,10494,0.1542857142857142
144485,7573133,4866,0.0833333333333333
37648,7573134,14116,0.1266666666666666
182644,7573135,10999,0.1958041958041958
23167,7573136,-1,
82752,7573140,13473,0.1476510067114094
34082,7573141,-1,
38907,7573142,-1,
96868,7573143,10389,0.1273885350318471
18748,7573149,-1,
95192,7573151,6870,0.0522875816993464
188780,7573157,7144,0.1085271317829457
176446,7573159,380,0.1094890510948905
175794,7573160,6233,0.1275167785234899
114274,7573162,8698,0.1184210526315789
56393,7573165,8260,0.0769230769230769
29465,7573166,-1,
185905,7573168,2687,0.0845070422535211
169250,7573169,9740,0.1916666666666666
135761,7573170,12772,0.1420118343195266
129759,7573172,1722,0.0718954248366013
42576,7573173,11339,0.1476510067114094
159717,7573174,12444,0.1297709923664122
166527,7573177,2816,0.1197604790419161
38904,7573180,-1,
21488,7573181,9731,0.3305785123966942
8373,7573183,12475,0.14375
156747,7573188,13533,0.1069182389937107
32705,7573191,-1,
38164,7573192,-1,
39799,7573197,-1,
127805,7573198,9462,0.0530973451327433
31076,7573199,-1,
181455,7573201,3180,0.15
34306,7573209,-1,
179276,7573213,388,0.1775147928994082
152399,7573214,4645,0.1595092024539877
133441,7573216,3479,0.1780821917808219
51558,7573218,6967,0.3828125
37870,7573219,-1,
34345,7573223,-1,
185961,7573224,198,0.0864197530864197
142931,7573230,2764,0.1349693251533742
162012,7573233,3297,0.176056338028169
183702,7573281,624,0.1566265060240964
42370,7573288,-1,
6432,7573297,7585,0.1240875912408759
41497,7573308,-1,
161907,7573316,3684,0.211864406779661
316,7573328,14197,1.0
28449,7573370,-1,
176611,7573374,4858,0.1224489795918367
186200,7573398,12241,0.1111111111111111
183798,7573401,14898,0.1167883211678832
184626,7573403,14176,0.1461538461538461
54200,7573442,13968,0.15
41560,7573444,-1,
178027,7573446,11004,0.0748299319727891
174423,7573448,13044,0.1474358974358974
35389,7573452,-1,
3817,7573466,-1,
21172,7573483,-1,
39950,7573494,-1,
33159,7573501,-1,
185847,7573516,7412,0.1805555555555555
30556,7573518,-1,
161643,7573548,13369,0.3070175438596491
151462,7573550,11124,0.1119402985074626
193731,7573551,2140,0.1171875
32699,7573566,7436,0.1545454545454545
165374,7573577,2985,0.1693548387096774
181748,7573585,9323,0.1714285714285714
40813,7573591,11695,0.128
35390,7573593,-1,
35839,7573594,-1,
160501,7573600,10389,0.1875
153874,7573609,2972,0.1455696202531645
173058,7573612,1895,0.0986842105263157
165373,7573615,1018,0.1578947368421052
38478,7573616,-1,
36956,7573617,-1,
39650,7573621,-1,
159283,7573622,13290,0.1217948717948717
95006,7573623,10060,0.1466666666666666
159297,7573624,4866,0.0694444444444444
21366,7573625,11692,0.1217948717948717
170304,7573626,9551,0.16
39483,7573627,-1,
21370,7573628,-1,
140463,7573631,14117,0.1456953642384106
40822,7573632,-1,
159975,7573634,10390,0.1379310344827586
141708,7573635,11630,0.1615384615384615
31849,7573640,-1,
140458,7573641,1503,0.0636942675159235
136391,7573642,6870,0.0890410958904109
51356,7573647,1557,0.1985294117647058
189336,7573650,10346,0.1214285714285714
192147,7573651,13117,0.1437125748502994
128937,7573653,8698,0.1506849315068493
38826,7573656,8260,0.0975609756097561
54149,7573657,-1,
156913,7573658,3482,0.1329113924050632
193258,7573665,15028,0.1748251748251748
50816,7573666,10742,0.1345029239766081
165370,7573668,11140,0.1398601398601398
93899,7573669,3837,0.1044776119402985
32697,7573670,-1,
41608,7573671,-1,
32883,7573672,14118,0.1605839416058394
185940,7573673,2652,0.1436781609195402
24430,7573674,12482,0.2156862745098039
145291,7573676,5325,0.1342281879194631
171826,7573678,8271,0.0880503144654088
193261,7573679,13533,0.0943396226415094
26685,7573681,-1,
140480,7573689,9462,0.0890410958904109
15964,7573691,-1,
186608,7573692,3171,0.1568627450980392
38210,7573694,2442,0.1729323308270676
30043,7573700,-1,
158389,7573705,4655,0.1470588235294117
130857,7573707,6239,0.1564625850340136
126262,7573709,3301,0.1586206896551724
29232,7573710,-1,
183872,7573711,14994,0.1111111111111111
36953,7573714,-1,
188664,7573715,14326,0.130718954248366
37853,7573716,2776,0.0890410958904109
184641,7573718,2832,0.0993377483443708
173057,7573719,9469,0.1395348837209302
197772,7573723,1152,0.1438356164383561
37693,7573724,-1,
175977,7573725,6625,0.1476510067114094
82014,7573726,13551,0.1920529801324503
35111,7573727,-1,
9120,7573728,3337,0.2
40182,7573731,-1,
174459,7573732,5973,0.1216216216216216
176582,7573733,5589,0.1644736842105263
127967,7573737,7133,0.0884353741496598
130829,7573742,11045,0.1583333333333333
37685,7573744,-1,
197365,7573745,9775,0.1052631578947368
38031,7573749,-1,
160772,7573751,9887,0.0933333333333333
17337,7573755,9522,0.1183431952662721
195630,7573761,12642,0.1363636363636363
51556,7573762,-1,
158639,7573763,13483,0.1746987951807229
193125,7573770,14503,0.1764705882352941
42633,7573771,-1,
194273,7573772,1,0.0866666666666666
170325,7573773,7585,0.1071428571428571
180788,7573775,10342,0.1329113924050632
35110,7573776,-1,
20195,7573778,-1,
144493,7573779,1494,0.1285714285714285
165359,7573780,6607,0.1476510067114094
42777,7573781,-1,
39756,7573782,-1,
26501,7573784,-1,
196863,7573785,13853,0.1197183098591549
133544,7573787,14093,0.1168831168831168
190270,7573790,5645,0.0993377483443708
51375,7573792,3721,0.2
123811,7573808,7526,0.1554054054054054
191206,7573812,112,0.131578947368421
29529,7573814,2310,0.7040816326530612
130838,7573823,6883,0.170886075949367
42301,7573827,-1,
171638,7573828,2852,0.1168831168831168
23520,7573829,-1,
128948,7573830,14567,0.1046511627906976
159328,7573831,342,0.0972222222222222
123869,7573832,2282,0.1375
178591,7573835,13900,0.1366459627329192
30133,7573837,-1,
146649,7573839,12,0.1621621621621621
41668,7573841,-1,
186957,7573842,13997,0.1
30639,7573843,-1,
42277,7573846,-1,
172953,7573849,8388,0.1329113924050632
114338,7573851,3600,0.1134751773049645
76211,7573853,9478,0.1309523809523809
31840,7573854,-1,
34071,7573866,14273,0.1375
189375,7573869,535,0.087248322147651
121237,7573873,1430,0.0993377483443708
90309,7573874,12241,0.1021897810218978
137910,7573878,6155,0.1554054054054054
183125,7573879,14176,0.1450381679389313
29215,7573881,-1,
21625,7573882,-1,
32077,7573884,1415,0.1342281879194631
145835,7573893,11903,0.1490683229813664
35769,7573895,-1,
35393,7573896,-1,
79341,7573897,1816,0.1172839506172839
184701,7573898,1132,0.0692307692307692
41888,7573899,-1,
39318,7573902,11006,0.0993377483443708
37811,7573904,-1,
144939,7573906,11223,0.125
155418,7573907,1834,0.1140939597315436
164976,7573908,7497,0.1497005988023952
38191,7573909,-1,
148417,7573910,6677,0.1605839416058394
119833,7573914,6887,0.1125827814569536
29787,7573916,-1,
159041,7573919,11790,0.1642857142857142
177447,7573922,11004,0.0890410958904109
28651,7573923,-1,
166553,7573924,1807,0.1140939597315436
39800,7573926,-1,
178180,7573927,15136,0.18
118484,7573930,6434,0.1408450704225352
40678,7573935,-1,
141111,7573936,14782,0.0833333333333333
191956,7573937,4681,0.1219512195121951
143026,7573939,201,0.1066666666666666
194137,7573940,13203,0.1549295774647887
193216,7573941,1218,0.1059602649006622
10828,7573946,14105,0.1352941176470588
168237,7573948,10510,0.0753424657534246
36934,7573949,-1,
35884,7573950,-1,
185447,7573952,11513,0.0753424657534246
185448,7573954,13281,0.1904761904761904
185144,7573955,11155,0.16875
17569,7573959,-1,
143437,7573960,2770,0.087248322147651
33195,7573961,-1,
23910,7573962,-1,
191287,7573963,6260,0.1069182389937107
178162,7573964,9156,0.0890410958904109
39611,7573965,-1,
181291,7573966,9708,0.158273381294964
31865,7573975,-1,
39615,7573977,-1,
169481,7573985,14816,0.1428571428571428
33510,7573987,-1,
22366,7573989,-1,
45277,7573992,13457,0.1712328767123287
118490,7573993,6015,0.1342281879194631
39787,7574022,-1,
139024,7574048,12631,0.1203007518796992
172844,7574066,12134,0.0895522388059701
12121,7574069,451,0.4887218045112781
139085,7574082,1868,0.059880239520958
178710,7574106,4695,0.6578947368421053
186155,7574117,7144,0.0780141843971631
177928,7574120,6227,0.6578947368421053
193425,7574121,293,0.5080645161290323
156865,7574124,14978,0.1036585365853658
38336,7574140,-1,
26488,7574150,-1,
13625,7574151,-1,
155406,7574166,14422,0.1242603550295858
185461,7574176,3452,0.1346153846153846
41488,7574179,-1,
194005,7574180,1231,0.6578947368421053
21593,7574183,-1,
168336,7574191,1852,0.6578947368421053
189044,7574199,214,0.1401273885350318
114147,7574206,7133,0.0822784810126582
94502,7574214,5541,0.0993788819875776
185438,7574219,12294,0.1160220994475138
31685,7574246,-1,
38499,7574247,-1,
35002,7574251,-1,
39014,7574253,-1,
174473,7574256,14094,0.1156069364161849
178037,7574257,12748,0.1208053691275167
107887,7574261,15039,0.2887323943661972
157160,7574277,1058,0.4887218045112781
48981,7574292,779,0.3178807947019867
31336,7574302,-1,
166356,7574304,14883,0.109090909090909
36119,7574305,-1,
34122,7574306,-1,
40816,7574307,-1,
177974,7574311,13997,0.0564971751412429
136333,7574320,3600,0.0909090909090909
33905,7574323,-1,
164987,7574329,9300,0.136094674556213
134766,7574337,14695,0.0925925925925925
61197,7574338,535,0.0548780487804878
85770,7574343,12241,0.087248322147651
173882,7574348,465,0.0853658536585365
35004,7574350,-1,
39490,7574353,1415,0.1180124223602484
36108,7574363,-1,
27031,7574374,-1,
17855,7574378,-1,
39678,7574382,-1,
112608,7574383,10510,0.0945945945945946
15400,7574384,-1,
16851,7574385,-1,
188444,7574387,11513,0.0945945945945946
131689,7574389,12130,0.391304347826087
38181,7574392,-1,
21999,7574393,-1,
39025,7574394,-1,
152455,7574395,2770,0.0636942675159235
29518,7574396,-1,
56522,7574398,6260,0.1172839506172839
15399,7574400,-1,
92522,7574401,9708,0.136986301369863
28492,7574402,-1,
33383,7574404,-1,
142941,7574406,3839,0.1226993865030674
12818,7574407,-1,
26654,7574410,-1,
25074,7574411,-1,
27531,7574412,-1,
181875,7574413,15153,0.3259259259259259
177920,7574414,12353,0.119047619047619
135421,7574416,10937,0.3410852713178294
26415,7574418,-1,
134145,7574420,1235,0.147239263803681
37836,7574421,-1,
29205,7574422,-1,
29034,7574423,-1,
26177,7574424,-1,
41410,7574426,-1,
121298,7574427,7427,0.3720930232558139
161458,7574428,6015,0.1225806451612903
40820,7574430,-1,
169504,7574431,1941,0.0958083832335329
38748,7574432,-1,
14659,7574433,10904,0.1951219512195122
161539,7574434,2473,0.1764705882352941
33211,7574435,-1,
14651,7574436,90,0.1962025316455696
13025,7574437,-1,
19374,7574438,-1,
43185,7574439,-1,
40187,7574441,-1,
185110,7574444,422,0.064516129032258
11757,7574448,-1,
138676,7574450,547,0.0986842105263157
19289,7574452,-1,
19499,7574453,-1,
118141,7574456,9895,0.1976744186046511
149080,7574467,2230,0.0381679389312977
144526,7574496,9323,0.074074074074074
176440,7574507,2819,0.0714285714285714
159477,7574516,9464,0.1063829787234042
37174,7574517,-1,
178790,7574526,4620,0.0729166666666666
158418,7574539,10561,0.0660377358490566
166221,7574540,1722,0.1111111111111111
39011,7574541,6898,0.140625
170743,7574542,12118,0.1098901098901098
32653,7574551,12475,0.1031746031746031
45420,7574570,-1,
144032,7574573,9137,0.1063829787234042
42226,7574587,-1,
26662,7574594,2776,0.0934579439252336
187066,7574595,2832,0.0689655172413793
191015,7574596,119,0.073394495412844
195874,7574603,7976,0.1052631578947368
33133,7574606,2200,0.141025641025641
42669,7574608,-1,
191907,7574611,13615,0.1442307692307692
35315,7574625,-1,
195051,7574627,1821,0.1111111111111111
87834,7574628,10404,0.0849056603773584
175826,7574643,7065,0.1166666666666666
197363,7574645,2223,0.134020618556701
29519,7574654,-1,
40903,7574659,-1,
155643,7574660,15180,0.064516129032258
152188,7574668,9102,0.2142857142857142
179257,7574673,4835,0.0689655172413793
159661,7574685,1069,0.1074380165289256
157547,7574702,13442,0.1416666666666666
169490,7574708,336,0.1145833333333333
185151,7574709,2277,0.1764705882352941
33922,7574720,-1,
190363,7574725,7337,0.0873015873015873
185842,7574763,2832,0.0566037735849056
83922,7574764,9467,0.1417910447761194
125296,7574767,1848,0.14
70848,7574771,4705,0.1594202898550724
33709,7574772,-1,
17365,7574773,14955,0.1466666666666666
181999,7574775,207,0.1824817518248175
13632,7574776,-1,
138704,7574777,5973,0.1125827814569536
112638,7574778,5613,0.1933333333333333
134800,7574782,7133,0.0588235294117647
192567,7574783,4848,0.0512820512820512
130703,7574787,11057,0.1688311688311688
17175,7574789,-1,
48438,7574790,9775,0.1040462427745664
167961,7574792,963,0.0952380952380952
26438,7574794,-1,
156475,7574796,10404,0.1118881118881118
153863,7574806,13004,0.1266666666666666
41144,7574807,-1,
79328,7574808,5392,0.1959459459459459
181980,7574815,7181,0.1812080536912751
149506,7574818,7585,0.0902777777777777
164995,7574820,376,0.2287581699346405
24351,7574821,-1,
28079,7574823,-1,
98690,7574824,1493,0.0980392156862745
171683,7574828,15180,0.1139240506329113
24352,7574829,-1,
149041,7574830,13909,0.1548387096774193
112644,7574832,14094,0.108433734939759
167933,7574841,4835,0.0566037735849056
176011,7574857,109,0.173076923076923
90082,7574859,2307,0.173076923076923
35317,7574872,-1,
197264,7574873,2865,0.1219512195121951
135518,7574875,14565,0.1333333333333333
38012,7574881,-1,
127712,7574884,19,0.1699346405228758
31833,7574886,-1,
158860,7574887,13997,0.1055900621118012
32291,7574888,-1,
67352,7574896,3598,0.0909090909090909
69946,7574897,1701,0.1304347826086956
24356,7574899,-1,
105147,7574911,6428,0.1111111111111111
169305,7574914,535,0.0512820512820512
191643,7574915,6629,0.1748251748251748
59967,7574916,14790,0.130718954248366
41158,7574921,-1,
118169,7574923,14557,0.0949367088607595
160447,7574925,9063,0.1533742331288343
191228,7574931,12483,0.0512820512820512
30527,7574935,-1,
31165,7574937,-1,
34460,7574939,-1,
14694,7574941,-1,
93875,7574942,1813,0.1160220994475138
183705,7574943,1132,0.0681818181818181
12176,7574944,-1,
26919,7574947,11006,0.0566037735849056
29490,7574949,-1,
141055,7574951,11226,0.3435114503816794
25078,7574954,-1,
97763,7574955,7156,1.0
36918,7574956,-1,
40950,7574957,-1,
157903,7574964,6352,0.1788079470198675
32875,7574968,-1,
169386,7574972,15136,0.1548387096774193
36104,7574980,-1,
143988,7574981,14780,0.1323529411764706
167884,7574984,201,0.0909090909090909
177222,7574985,11939,0.1133333333333333
132623,7574986,1218,0.1342281879194631
30241,7574992,-1,
66004,7574993,10510,0.1118881118881118
19612,7574995,-1,
157106,7574997,11513,0.1118881118881118
38696,7575004,-1,
87237,7575005,2770,0.0512820512820512
34993,7575006,-1,
14693,7575007,-1,
175949,7575008,6260,0.0853658536585365
71885,7575009,9156,0.0522875816993464
41955,7575010,-1,
152446,7575011,9712,0.1933333333333333
40470,7575015,-1,
128851,7575016,3839,0.1320754716981132
33131,7575017,-1,
28058,7575020,-1,
33472,7575022,-1,
167901,7575029,9857,0.1346153846153846
35307,7575032,-1,
35305,7575033,-1,
34062,7575037,7265,0.2051282051282051
35764,7575040,-1,
127736,7575043,245,0.1610738255033557
185440,7575044,2470,0.1304347826086956
104494,7575046,87,0.1296296296296296
32536,7575047,-1,
126456,7575050,14317,0.0903225806451612
64431,7575054,422,0.0519480519480519
83790,7575056,15184,0.1790123456790123
24707,7575058,-1,
185191,7575059,2734,0.1111111111111111
155934,7575060,547,0.1232876712328767
37686,7575062,-1,
41097,7575114,-1,
28969,7575119,-1,
173830,7575126,9464,0.1
130755,7575140,8698,0.1354838709677419
191290,7575143,8260,0.1058823529411764
26681,7575144,-1,
192812,7575156,10346,0.089430894308943
187219,7575162,8260,0.0680272108843537
147218,7575169,1722,0.112
188373,7575175,3837,0.0869565217391304
37865,7575176,-1,
38187,7575187,-1,
38476,7575208,-1,
188140,7575213,3442,0.1481481481481481
167841,7575218,920,0.0833333333333333
185911,7575232,4728,0.1855670103092783
40235,7575233,-1,
38321,7575235,3332,0.1415094339622641
168168,7575240,7122,0.1623931623931624
154088,7575249,11431,0.3162393162393162
42376,7575252,-1,
32148,7575255,-1,
116542,7575261,11802,0.1398601398601398
198174,7575267,12042,0.1272727272727272
166214,7575269,5367,0.1707317073170731
198395,7575273,2943,0.0915492957746478
164957,7575279,7585,0.2110091743119266
177359,7575281,370,0.2741935483870967
36948,7575282,-1,
193472,7575293,14094,0.0743243243243243
95862,7575309,14878,0.351063829787234
178631,7575334,2878,0.12
164961,7575336,14567,0.1597222222222222
38034,7575343,-1,
40315,7575382,-1,
38480,7575388,-1,
32578,7575391,-1,
183098,7575399,613,0.1357142857142857
174575,7575403,1813,0.0993788819875776
42882,7575405,-1,
74723,7575413,14486,0.1550387596899224
166196,7575416,14843,0.1555555555555555
188737,7575420,6887,0.1417322834645669
38801,7575422,-1,
40810,7575423,-1,
162512,7575435,9881,0.1545454545454545
166195,7575436,6434,0.1300813008130081
174434,7575444,14588,0.2058823529411764
41152,7575453,-1,
34484,7575463,-1,
38481,7575464,-1,
15405,7575465,-1,
34219,7575476,-1,
175966,7575491,1238,0.1269841269841269
34174,7575494,-1,
32792,7575512,-1,
195301,7575515,422,0.0787401574803149
181735,7575516,15056,0.09375
33860,7575519,-1,
149560,7575527,10902,0.2040816326530612
30257,7575528,11696,0.1160220994475138
138461,7575531,1941,0.0853658536585365
185917,7575533,245,0.14
156487,7575536,89,0.1111111111111111
39322,7575537,-1,
36148,7575539,-1,
41609,7575541,-1,
18011,7575542,-1,
177427,7575544,422,0.0884353741496598
125247,7575545,15184,0.125
178819,7575550,547,0.2
34994,7575552,-1,
32976,7575553,-1,
145425,7575559,12938,0.2785714285714286
119934,7575561,11122,0.1341463414634146
121249,7575564,407,0.1013513513513513
106275,7575569,13072,0.0993377483443708
195467,7575571,10887,0.1908396946564885
6585,7575583,10354,0.2671755725190839
149939,7575588,2985,0.3706896551724138
131693,7575599,13290,0.1292517006802721
38759,7575605,-1,
194785,7575607,2819,0.0892857142857142
177431,7575618,1503,0.0972222222222222
118094,7575633,8260,0.0822784810126582
23617,7575634,-1,
148418,7575640,1722,0.1007194244604316
56444,7575643,14256,0.1417910447761194
116694,7575646,3837,0.0944881889763779
29637,7575647,-1,
28471,7575648,-1,
144423,7575650,2664,0.1908396946564885
66001,7575653,5349,0.417391304347826
155085,7575655,8271,0.0933333333333333
183829,7575661,1491,0.0902777777777777
4255,7575668,-1,
173025,7575686,3279,0.1401869158878504
137214,7575702,10663,0.1407407407407407
178204,7575712,1989,0.1866666666666666
134790,7575720,9574,0.1925925925925926
126464,7575734,624,0.1358024691358024
179308,7575744,2943,0.0833333333333333
37751,7575753,-1,
98369,7575782,14878,0.2368421052631578
161069,7575789,109,0.1168831168831168
175665,7575795,14124,0.2086330935251798
38765,7575804,-1,
173710,7575807,14567,0.1907894736842105
170450,7575808,10329,0.1458333333333333
132500,7575809,2274,0.150375939849624
177916,7575812,13900,0.16
39489,7575814,-1,
146964,7575817,14861,0.1472868217054263
100835,7575825,9998,0.1089743589743589
70697,7575826,10787,0.2416107382550335
6741,7575830,12103,0.1168831168831168
195929,7575851,14290,0.1029411764705882
35006,7575852,-1,
37661,7575853,-1,
39344,7575858,-1,
177922,7575863,12483,0.0774647887323943
118082,7575874,1816,0.1096774193548387
96445,7575884,14486,0.417391304347826
177940,7575891,6963,0.1063829787234042
39343,7575898,-1,
41818,7575911,-1,
25921,7575912,-1,
42472,7575915,-1,
42041,7575923,-1,
108645,7575933,14274,0.0893854748603352
179253,7575936,14780,0.1241379310344827
173739,7575941,1218,0.0853658536585365
68019,7575946,11150,0.155688622754491
25920,7575961,-1,
